timestamp,caller,caller_name,callee,callee_name,duration_s,imei,cell_tower
2026-01-15T02:03:01,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,223,35-991172-887761-3,MP-BHO-088
2026-01-16T08:34:38,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,172,35-330199-654120-9,MP-BHO-088
2026-01-16T11:44:25,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,593,35-220984-110477-6,MP-BHO-041
2026-01-16T13:28:22,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,550,35-991172-887761-3,MP-IND-055
2026-01-16T16:40:59,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,52,35-991172-887761-3,MP-IND-055
2026-01-17T12:09:34,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,302,35-664520-771002-4,MP-BHO-088
2026-01-17T15:44:10,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,348,35-220984-110477-6,MP-BHO-014
2026-01-19T02:29:28,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,523,35-220984-110477-6,MP-IND-055
2026-01-20T01:01:18,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,248,35-220984-110477-6,MP-BHO-088
2026-01-20T11:30:18,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,101,35-664520-771002-4,MP-IND-055
2026-01-20T13:51:47,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,183,35-220984-110477-6,MP-BHO-088
2026-01-20T21:31:03,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,728,35-991172-887761-3,MP-BHO-088
2026-01-22T06:18:49,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,120,35-991172-887761-3,MP-BHO-041
2026-01-23T00:03:44,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,577,35-991172-887761-3,MP-BHO-088
2026-01-23T13:09:11,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,474,35-664520-771002-4,MP-BHO-014
2026-01-23T21:47:55,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,246,35-118845-220041-7,MP-BHO-014
2026-01-24T06:45:03,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,141,35-991172-887761-3,MP-BHO-088
2026-01-24T19:11:43,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,376,35-664520-771002-4,MP-BHO-041
2026-01-25T06:27:11,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,105,35-118845-220041-7,MP-IND-032
2026-01-25T09:30:24,+91 82699 33417,Sunil Yadav,+91 89620 44127,Deepak Verma,145,35-118845-220041-7,MP-BHO-088
2026-01-25T15:52:56,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,312,35-220984-110477-6,MP-BHO-014
2026-01-25T18:43:57,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,247,35-330199-654120-9,MP-BHO-014
2026-01-26T13:44:50,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,939,35-991172-887761-3,MP-BHO-041
2026-01-26T14:13:56,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,124,35-664520-771002-4,MP-BHO-041
2026-01-28T01:22:11,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,128,35-991172-887761-3,MP-BHO-014
2026-01-28T05:08:50,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,239,35-220984-110477-6,MP-BHO-014
2026-01-28T16:27:47,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,345,35-664520-771002-4,MP-IND-032
2026-01-28T17:48:58,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,524,35-220984-110477-6,MP-IND-055
2026-01-28T19:50:48,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,384,35-220984-110477-6,MP-IND-032
2026-01-29T02:48:40,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,448,35-220984-110477-6,MP-IND-055
2026-01-29T22:52:31,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,647,35-220984-110477-6,MP-BHO-041
2026-01-29T23:17:03,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,292,35-991172-887761-3,MP-IND-055
2026-01-30T00:43:04,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,540,35-664520-771002-4,MP-BHO-014
2026-01-30T15:14:05,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,176,35-991172-887761-3,MP-IND-032
2026-01-30T17:53:05,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,450,35-991172-887761-3,MP-BHO-041
2026-01-30T21:09:02,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,266,35-220984-110477-6,MP-IND-032
2026-01-31T08:24:26,+91 98260 11241,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,210,35-772104-113900-1,MP-BHO-088
2026-01-31T20:46:50,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,207,35-220984-110477-6,MP-IND-055
2026-02-01T17:43:23,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,102,35-991172-887761-3,MP-BHO-014
2026-02-01T19:59:52,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,250,35-220984-110477-6,MP-BHO-088
2026-02-02T00:20:54,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,147,35-118845-220041-7,MP-IND-055
2026-02-02T08:35:14,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,133,35-330199-654120-9,MP-IND-055
2026-02-03T01:19:11,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,400,35-664520-771002-4,MP-BHO-014
2026-02-03T05:31:48,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,288,35-991172-887761-3,MP-BHO-014
2026-02-03T22:50:52,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,408,35-220984-110477-6,MP-BHO-041
2026-02-04T00:20:51,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,591,35-664520-771002-4,MP-BHO-014
2026-02-04T20:51:19,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,216,35-991172-887761-3,MP-IND-032
2026-02-04T22:47:27,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,209,35-220984-110477-6,MP-BHO-041
2026-02-05T06:46:13,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,393,35-220984-110477-6,MP-BHO-014
2026-02-05T18:44:55,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,152,35-118845-220041-7,MP-IND-055
2026-02-06T12:15:48,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,532,35-220984-110477-6,MP-IND-032
2026-02-06T17:58:51,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,622,35-991172-887761-3,MP-BHO-041
2026-02-07T10:16:36,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,212,35-330199-654120-9,MP-IND-055
2026-02-09T07:22:55,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,614,35-991172-887761-3,MP-IND-032
2026-02-09T19:39:44,+91 82699 33417,Sunil Yadav,+91 89620 44127,Deepak Verma,360,35-118845-220041-7,MP-IND-055
2026-02-09T23:51:16,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,266,35-220984-110477-6,MP-IND-032
2026-02-10T00:07:23,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,694,35-991172-887761-3,MP-BHO-014
2026-02-10T02:23:04,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,137,35-664520-771002-4,MP-BHO-041
2026-02-10T06:56:05,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,422,35-220984-110477-6,MP-IND-055
2026-02-10T10:09:50,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,377,35-664520-771002-4,MP-BHO-014
2026-02-11T03:36:06,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,178,35-220984-110477-6,MP-BHO-014
2026-02-11T08:49:43,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,135,35-991172-887761-3,MP-BHO-041
2026-02-11T16:05:52,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,85,35-118845-220041-7,MP-BHO-014
2026-02-11T20:28:06,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,234,35-991172-887761-3,MP-BHO-041
2026-02-11T22:59:59,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,793,35-220984-110477-6,MP-BHO-014
2026-02-11T23:29:54,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,60,35-330199-654120-9,MP-BHO-014
2026-02-11T23:40:50,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,227,35-330199-654120-9,MP-BHO-041
2026-02-12T02:39:11,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,251,35-991172-887761-3,MP-BHO-088
2026-02-12T16:24:34,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,603,35-991172-887761-3,MP-BHO-014
2026-02-12T17:05:03,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,786,35-220984-110477-6,MP-BHO-041
2026-02-12T21:37:23,+91 82699 33417,Sunil Yadav,+91 89620 44127,Deepak Verma,53,35-118845-220041-7,MP-IND-055
2026-02-13T07:10:45,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,987,35-991172-887761-3,MP-IND-032
2026-02-14T16:18:02,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,410,35-991172-887761-3,MP-BHO-041
2026-02-14T22:29:54,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,150,35-991172-887761-3,MP-BHO-088
2026-02-15T03:13:01,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,352,35-991172-887761-3,MP-BHO-014
2026-02-15T05:52:25,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,140,35-330199-654120-9,MP-IND-032
2026-02-15T19:37:10,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,765,35-220984-110477-6,MP-BHO-088
2026-02-16T12:01:10,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,103,35-991172-887761-3,MP-BHO-014
2026-02-17T23:56:56,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,129,35-991172-887761-3,MP-BHO-088
2026-02-18T13:34:21,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,187,35-330199-654120-9,MP-IND-055
2026-02-19T14:16:51,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,597,35-664520-771002-4,MP-BHO-088
2026-02-20T01:09:54,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,260,35-220984-110477-6,MP-BHO-041
2026-02-21T00:08:31,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,250,35-991172-887761-3,MP-IND-032
2026-02-21T13:48:44,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,681,35-991172-887761-3,MP-BHO-041
2026-02-21T23:14:04,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,180,35-220984-110477-6,MP-IND-055
2026-02-22T20:03:49,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,493,35-220984-110477-6,MP-IND-055
2026-02-23T08:43:03,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,654,35-220984-110477-6,MP-BHO-088
2026-02-23T10:12:40,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,476,35-991172-887761-3,MP-IND-032
2026-02-23T16:23:17,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,117,35-330199-654120-9,MP-IND-055
2026-02-23T16:53:35,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,966,35-991172-887761-3,MP-BHO-014
2026-02-23T16:53:58,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,529,35-991172-887761-3,MP-IND-055
2026-02-24T00:20:33,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,124,35-220984-110477-6,MP-IND-032
2026-02-24T13:31:29,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,753,35-991172-887761-3,MP-IND-055
2026-02-25T19:38:01,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,193,35-330199-654120-9,MP-BHO-088
2026-02-26T14:35:39,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,122,35-991172-887761-3,MP-IND-055
2026-02-26T16:51:45,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,409,35-991172-887761-3,MP-BHO-014
2026-02-27T06:26:30,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,486,35-664520-771002-4,MP-BHO-014
2026-03-01T12:43:33,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,437,35-220984-110477-6,MP-IND-032
2026-03-01T18:39:35,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,268,35-991172-887761-3,MP-IND-032
2026-03-01T23:35:57,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,793,35-991172-887761-3,MP-BHO-088
2026-03-02T00:59:42,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,195,35-330199-654120-9,MP-BHO-088
2026-03-02T08:24:53,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,189,35-991172-887761-3,MP-BHO-014
2026-03-02T09:12:43,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,161,35-220984-110477-6,MP-BHO-041
2026-03-02T15:28:04,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,369,35-118845-220041-7,MP-BHO-014
2026-03-02T17:02:43,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,503,35-664520-771002-4,MP-IND-055
2026-03-03T00:01:17,+91 76210 90455,Manoj Tiwari,+91 88000 33444,Ravi Teja,60,35-991172-887761-3,MP-BHO-014
2026-03-03T01:08:28,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,760,35-220984-110477-6,MP-BHO-041
2026-03-04T09:12:00,+91 76210 90455,Manoj Tiwari,+91 82699 33417,Sunil Yadav,141,35-991172-887761-3,MP-BHO-014
2026-03-04T12:19:28,+91 82699 33417,Sunil Yadav,+91 89620 44127,Deepak Verma,165,35-118845-220041-7,MP-BHO-088
2026-03-04T18:31:13,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,996,35-991172-887761-3,MP-IND-032
2026-03-04T19:18:49,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,600,35-664520-771002-4,MP-IND-055
2026-03-05T17:35:30,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,199,35-664520-771002-4,MP-IND-032
2026-03-05T18:44:00,+91 91882 55310,Salim Sheikh,+91 82699 33417,Sunil Yadav,266,35-772100-118820-6,MP-BHO-041
2026-03-05T19:48:28,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,201,35-991172-887761-3,MP-BHO-041
2026-03-06T07:46:47,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,545,35-991172-887761-3,MP-BHO-014
2026-03-06T08:00:35,+91 82699 33417,Sunil Yadav,+91 89620 44127,Deepak Verma,254,35-118845-220041-7,MP-IND-032
2026-03-06T14:50:17,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,177,35-220984-110477-6,MP-IND-055
2026-03-06T19:20:21,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,390,35-330199-654120-9,MP-BHO-088
2026-03-06T20:03:00,+91 91882 55310,Salim Sheikh,+91 76210 90455,Manoj Tiwari,88,35-772100-118820-6,MP-BHO-041
2026-03-07T04:35:32,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,266,35-118845-220041-7,MP-IND-055
2026-03-07T06:58:49,+91 74150 88761,Rahul Sharma,+91 90391 55820,Iqbal Qureshi,158,35-991172-887761-3,MP-IND-055
2026-03-07T11:20:00,+91 90391 55820,Iqbal Qureshi,+91 91882 55310,Salim Sheikh,312,35-991172-887761-3,MP-IND-032
2026-03-08T04:13:32,+91 93025 71188,Preeti Nair,+91 88000 55666,Kavya Reddy,255,35-330199-654120-9,MP-IND-032
2026-03-08T12:37:02,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,432,35-220984-110477-6,MP-IND-032
2026-03-09T05:50:52,+91 82699 33417,Sunil Yadav,+91 88000 11222,Farhan Ali,299,35-118845-220041-7,MP-IND-055
2026-03-09T14:57:00,+91 91882 55310,Salim Sheikh,+91 88250 71199,Rehana Sheikh,177,35-772100-118820-6,MP-BHO-041
2026-03-09T22:06:02,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,252,35-220984-110477-6,MP-IND-032
2026-03-10T11:39:55,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,294,35-220984-110477-6,MP-IND-032
2026-03-11T06:31:01,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,911,35-991172-887761-3,MP-BHO-014
2026-03-11T06:36:21,+91 90391 55820,Iqbal Qureshi,+91 93025 71188,Preeti Nair,278,35-991172-887761-3,MP-BHO-088
2026-03-11T08:31:00,+91 88250 71199,Rehana Sheikh,+91 82699 33417,Sunil Yadav,54,35-660120-554870-2,MP-BHO-014
2026-03-12T15:41:58,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,569,35-220984-110477-6,MP-BHO-014
2026-03-14T06:16:39,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,622,35-220984-110477-6,MP-BHO-014
2026-03-14T11:10:35,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,769,35-220984-110477-6,MP-BHO-014
2026-03-14T13:55:03,+91 74150 88761,Rahul Sharma,+91 99931 40233,Amit Khan,814,35-991172-887761-3,MP-BHO-041
2026-03-14T14:38:46,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,207,35-664520-771002-4,MP-BHO-014
2026-03-15T20:54:04,+91 99931 40233,Amit Khan,+91 82699 33417,Sunil Yadav,487,35-664520-771002-4,MP-BHO-041
2026-03-20T08:22:23,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,562,35-220984-110477-6,MP-BHO-088
2026-03-22T16:37:12,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,333,35-220984-110477-6,MP-BHO-014
2026-03-24T22:37:59,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,794,35-220984-110477-6,MP-BHO-041
2026-03-27T04:15:34,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,308,35-220984-110477-6,MP-IND-055
2026-03-30T16:21:49,+91 98931 22771,Sanjay Gupta,+91 99887 66554,Vikram Gupta,278,35-220984-110477-6,MP-IND-032
2026-03-31T09:59:43,+91 98931 22771,Sanjay Gupta,+91 99887 77665,Neha Gupta,469,35-220984-110477-6,MP-IND-032
